account,company_name,industry,sub_industry,workflow_pattern,classification_source,confidence,ltv,mrr,users,account_age_days,annual_sales,qb_customers,health_score,total_events,invoices,estimates,opportunities,activities,industry_account_count,industry_avg_ltv,industry_median_ltv,industry_total_ltv,industry_avg_users,industry_median_users,industry_avg_mrr,industry_median_mrr,industry_avg_invoices,industry_avg_estimates,industry_avg_opportunities,industry_avg_activities,sub_account_count,sub_avg_ltv,sub_median_ltv,sub_avg_users,sub_median_users,sub_avg_mrr,sub_avg_invoices,sub_avg_estimates,sub_avg_opportunities,sub_avg_activities,website,description,product_types,product_complexity,mwd_vertical,sector,signup_date,qbo_industry
aswnorth,Angels' Share Wine Imports LLC,Other,Unclassified,transactional,unclassified,,22708.0,289.0,7.0,,2451861,2185.0,46.0,991,991,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,aswsouth.com,"Founded 2004 in Red Hook, Brooklyn by Mark Snyder (music industry to wine distribution). Two regional divisions: Angels Share Wine 'North' (Brooklyn serving NY/NJ/CT) and Angels Share Wine 'South' (Orlando, FL - 1700 35th Street, Unit #109, orders@aswsouth.com serving FL). Focus: small-production, high-quality wines.","Exceptional American wineries, curated selection European domaines. Boutique, hand-crafted wines from American/European producers. Small-production, high-quality wines specialization. Wine, beer & spirits distribution.","Medium-High - 20+ years boutique wine curation expertise, dual regional operations (NY/NJ/CT and FL), American winery/European domaine portfolio, small-production wine sourcing, hand-crafted wine specialization, multi-state distribution logistics (NY/NJ/CT/FL), industry career transition (music to wine) unique perspective.",Wholesale and distribution services (MWD),wholesale_distribution,2021-04-28,wholesale_distribution
penusa,Peninsula Technologies Inc,Other,Unclassified,crm_pipeline,unclassified,,3880.0,,2.0,,1402593,419.0,45.0,97,0,0,97,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,pen-usa.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),Industrial Machinery and Equipment Merchant Wholesalers,2021-04-21,
ReuningMcKim,"Reuning-McKim, Inc.",Other,Unclassified,crm_pipeline,unclassified,,16018.2,306.0,7.0,,12679294,319.0,51.0,130,0,0,130,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,sbsassociates.com,"Saxonburg, PA. Half century steel industry experience. Serves customers across 11 countries on 4 continents. Innovative steelmaking technology. Designs/manufactures/distributes telescopic lances and insulating powders. Partnership with Trefimet.","Telescopic lances (oxygen lances for meltshop furnaces/ladles/casters), Thermal lances (cutting/cleaning/scrapping, Trefimet partnership), Insulating powders (Rice Hull Ash powder), Telescopic T-lances, Shrouded ladles. Steel manufacturing solutions.","Very High - 50 years steelmaking technology expertise, telescopic lance design/manufacturing, oxygen lance engineering (furnaces/ladles/casters), thermal lance technology (Trefimet partnership), Rice Hull Ash insulating powder specialization, shrouded ladle systems, 11-country/4-continent global distribution, meltshop furnace specialization.",Manufacturing (MWD),Manufacturing,2021-04-13,Manufacturing
WonkyConfections,Wonky Confections LLC,Other,Unclassified,transactional,unclassified,,23635.0,,7.0,,37296,3128.0,36.0,81,81,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,alpinehemp.com,"North Dakota company (4225 38TH ST SW SHOP A AND B FARGO, ND 58104), Minnesota branch (Moorhead facility). Manufactures ready-to-eat human food products containing Delta-8 tetrahydrocannabinol (THC). Relationship with Alpine Hemp (CBD products). FDA warning letter issued July 2023 for product adulteration.","Delta-8 THC products under 'Wonky Weeds' brand: 'Death by Gummy Bears', 'Wonky Weeds' gummy bear products. Ready-to-eat Delta-8 THC human food products. Separate from but related to Alpine Hemp's CBD product line.","High - Delta-8 THC product formulation, ready-to-eat food manufacturing requiring FDA compliance, gummy bear production technology, cannabis/hemp industry regulatory navigation, FDA warning letter response/remediation, multi-state operations (ND/MN), relationship management with CBD companies.",Wholesale and distribution services (MWD),"Imitation tobacco cigarettes, wholesale",2021-04-09,Nonchocolate confectionery manufacturing
stellalightingincCo1,Stella Lighting Inc,Food & Beverage,Spirits,transactional,llm_classification,medium,11068.0,,5.0,,5803036,15924.0,43.0,3679,264,0,0,3415,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,stellalighting.com,"Founded 4/25/2012 by Nathan Wiedenmann (President & Founder). Springfield, OR (88141 Chita Loop). Grown from idea to global company. 16 patents for uniquely-designed LED lamps. In-house design based on direct user feedback. NAMTA Business Innovation Award. Philips Lumiled high performance LEDs. 2-year warranty.","LED task lamps: Stella SKY Floor Lamp, Stella GO (wireless charging portable lamp). Features: top-class tri-spectrum technology, multi-stage dimming, adjustable necks, 50,000+ hours LED lifespan, low heat, low energy use (10-14 watts). Philips Lumiled LEDs (brightest marketplace). Vision/eye health optimized. Portable/floor lamp variations.","Very High - 16 patented LED lamp designs, proprietary tri-spectrum technology, Philips Lumiled high-performance LED integration, 50,000+ hour lifespan engineering, wireless charging innovation (Stella GO), multi-stage dimming systems, adjustable neck mechanisms, vision/eye health optimization, in-house design philosophy, NAMTA Business Innovation Award, 10-14 watt energy efficiency, global distribution, Springfield OR manufacturing.",Manufacturing (MWD),Lighting Fixture Manufacturing,2021-04-08,
kuumbamadeCo2,Kuumba Made Inc,Consumer Goods,Fragrances/Body Products,mixed,manual_verification,high,23647.0,268.0,9.0,0.0,24308,3882.0,76.0,12598,0,0,0,12598,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,1.0,23647.0,23647.0,9.0,9.0,268.0,0.0,0.0,0.0,12598.0,kuumbamade.com,"Began 1980 as one-person passion project, grown to nationally recognized brand. Focus: natural beauty, holistic wellness, self-expression. Vegan/cruelty-free (no animal-derived ingredients/testing). Clean, free of harmful chemicals. Long-lasting scent (one application, memorable impression). Available Amazon and kuumbamade.com.","Botanical fragrance oils (jojoba oil, safflower oil, fragrance), herbal salves, bath/body oils/lotions, aromatherapy products. Popular fragrances: Persian Garden (warm florals, ocean air, light amber), Egyptian Musk (light/sensual, fresh water/sandalwood), Vanilla Bean (creamy/sweet), Frankincense & Myrrh, Oriental Musk, Wind Dancer. Sizes: 1/8 oz, 1/2 oz, larger bottles. Vegan, long-lasting, skin-nourishing formulas.","Medium-High - 40+ years botanical fragrance expertise, vegan/cruelty-free formulation, clean chemistry (no harmful chemicals), long-lasting scent technology, jojoba/safflower oil base, holistic wellness product development, national brand recognition, multi-channel distribution (direct/Amazon), diverse fragrance portfolio.",Manufacturing (MWD),Manufacturing,2021-04-06,
aosolutions,"Solutions Office Interiors, Inc.",Other,Unclassified,quote_driven,unclassified,,7802.0,,3.0,,479478,490.0,39.0,391,0,391,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),Furniture Merchant Wholesalers,2021-04-06,
intellbioCo3,"Intelligent Bioenergetics, Inc.",Healthcare & Medical,Biotech/Laboratory,crm_pipeline,manual_verification,medium,5537.0,,2.0,,5301510,4010.0,70.0,1422,0,0,771,651,32,20200.82,8934.0,646426.27,7.09,6.0,482.4,398.0,649.19,648.25,50.34,6096.09,1.0,5537.0,5537.0,2.0,2.0,,0.0,0.0,771.0,651.0,intellbio.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Medical Equipment and Supplies Manufacturing,2021-04-05,OtherNone
namusa,"Nationwide Architectural Metals, Inc.",Manufacturing,Architectural Metals,quote_driven,manual_verification,high,21241.0,415.0,8.0,,11171994,1336.0,48.0,3859,1047,1698,0,1114,26,9205.66,3855.5,239347.07,4.35,3.0,291.12,343.5,503.77,278.77,160.12,2463.77,1.0,21241.0,21241.0,8.0,8.0,415.0,1047.0,1698.0,0.0,1114.0,namusa.com,"Founded 1981, 40+ years experience. One-stop pre-polished metals supplier North America and worldwide. Reputation as single-source solution. Contact: 800-851-5053, metal@namusa.com. Design/build customer focus. Patented products.","Pre-polished metals: stainless steel, brass, bronze, aluminum, nickel (sheet/plate various sizes/thicknesses, stock shapes). Custom/satin/mirror finishes. Patented OmniSills elevator door sills (complex specifications for elevator thresholds). Polishing, precision metal cutting services. Applications: exterior walls, large statues, interior lighting fixtures, kitchen prep tables. Specialty fabrication services.","Very High - 40+ years architectural metals expertise, pre-polished metal specialization (stainless/brass/bronze/aluminum/nickel), patented OmniSills elevator sill technology, custom/satin/mirror finish capabilities, precision metal cutting, worldwide distribution, one-stop supplier operations, complex elevator threshold fabrication, diverse architectural applications, specialty fabrication services.",Wholesale and distribution services (MWD),Chrome plating metals and metal products for the trade,2021-03-29,
bardianivalves,Bardiani Valves Canada LTD,Construction & Building,Plumbing,quote_driven,llm_classification,medium,8488.0,,4.0,,4296697,530.0,49.0,535,0,507,28,0,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,3.0,9747.83,8488.0,4.67,4.0,260.0,401.0,169.0,9.33,210.67,bardiani-valves.ca,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Fabricated Metal Product Manufacturing,2021-03-29,WholesaleDistributionandSales
liquimedlock,LIQUIMEDLOCK INC.,Food & Beverage,Spirits,transactional,llm_classification,medium,18963.86,,7.0,0.0,5293797,8474.0,68.0,1982,969,67,147,799,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,liquimedlock.com,"Founded by Jack Finkelstein (10+ years ago) to solve inefficient/insecure methadone dispensing in MAT programs. Focused exclusively on specialty compliance packaging for hand-fill/auto-fill methadone operations. ISO 8317 tested/certified. Serves pharmacies, nurses, treatment centers. Patented gasket design.","LiquiMedLock™ methadone bottles (secure, tamper-evident, child-resistant, leak-proof, two-piece click-lock closure, patented gasket for leak-free transport/in-flight air travel, ISO 8317 certified, child resistant spin top, orange tamper-evident band). MethaLock™ bottles, MedLock Box™ (multi-day methadone storage, 14 doses), urine collection devices. Meets stringent US regulatory requirements.","Very High - Patented gasket design for leak-free transport, ISO 8317 child-resistant certification, tamper-evident band technology, two-piece click-lock closure innovation, in-flight air travel approved, Methadone Assisted Treatment (MAT) program specialization, hand-fill/auto-fill operations compatibility, 14-day secure storage engineering.",Manufacturing (MWD),Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,2021-03-23,
caribbeandiagnosticsltdCo1,Caribbean Diagnostics Inc,Food & Beverage,Coffee,transactional,llm_classification,medium,27636.5,315.0,7.0,0.0,4442303,488.0,56.0,5362,2172,718,0,2472,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,9.0,9948.44,7476.0,6.78,6.0,455.25,1096.89,287.67,16.11,1365.22,caribbeandiagnostics.com,"Cayman company owned by laboratory technologist and physician. George Town, Grand Cayman (Elizabethan Square-Eden House, PO Box 189, KY1-1004). Provides leading medical laboratories with best equipment/service in Caribbean region. Addresses regional challenges: hurricanes, customs issues, reagent supply concerns.",Medical laboratory equipment and service for Caribbean region laboratories. Equipment supplier and service provider helping laboratories deal with regional challenges. Professional support for Caribbean medical testing facilities.,"Medium-High - Caribbean regional distribution requiring logistics expertise, medical laboratory equipment knowledge, regional challenge management (hurricanes, customs, reagent supply), laboratory technologist/physician ownership, service provider operations across island nations.",Wholesale and distribution services (MWD),"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",2021-03-22,
enerfusioninc,EnerFusion Inc.,Food & Beverage,Spirits,quote_driven,llm_classification,medium,2793.0,,1.0,,2293695,592.0,53.0,270,0,270,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,enerfusioninc.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),"Electrical Equipment, Appliance, and Component Manufacturing",2021-03-21,"Electrical Equipment, Appliance, and Component Manufacturing"
mfmh,"Mid Florida Material Handling, Inc",Consumer Goods,Jewelry,quote_driven,llm_classification,medium,38906.0,785.0,20.0,0.0,18507235,10892.0,64.0,8540,0,4828,1196,2516,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,34.0,10528.72,6577.0,6.91,6.0,434.15,563.74,601.68,253.94,2121.71,mfmh.net,"Founded 2011 by Paul Sutherland and Andrea Ahern. True 'one-stop shop' for material handling and warehouse design. Orlando HQ, Tampa branch. Notable clients: Michelin, Delta, Disney, NASA. Authorized Komatsu, CLARK dealer. Phone: (407) 859-8750.","New/used forklifts (Komatsu, CLARK, Toyota, Nissan, Yale, Noblelift, Bendi, Drexel, ePicker, 2,000-35,000 lbs capacity), pallet rack, mezzanines, material handling equipment. Sales/service/rentals/parts throughout Florida. Mobile forklift service fleet.","High - Multi-brand forklift dealership, full-service provider (sales/rentals/parts/service), warehouse design capabilities, mobile service fleet logistics, thousands of projects, large inventory management.",Wholesale and distribution services (MWD),General Warehousing and Storage,2021-03-02,OtherNone
promotionalproductsfulfillmentdistributionltdCo1,PPFD Ltd.,Food & Beverage,Spirits,quote_driven,llm_classification,medium,15815.0,,4.0,,544170,291.0,29.0,2196,0,2196,0,0,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,ppfd.com,"Founded 1986, Greater Toronto area. Promotional Products Fulfillment & Distribution Ltd. 125,000 sq ft state-of-the-art warehouse (custom designed/built 2001). Tailored supply chain solutions. Website: ppfd.com.","3PL services: e-commerce fulfillment, pick and pack, kitting, cross docking, storage, contest administration, warehousing, logistics. Tailored solutions for supply chain operations/market responsiveness. Distribution center services.","High - 35+ years 3PL expertise, 125,000 sq ft custom-designed warehouse facility, e-commerce fulfillment specialization, pick/pack operations, kitting services, cross docking logistics, contest administration capabilities, Greater Toronto area distribution hub, supply chain optimization, market responsiveness solutions.",Wholesale and distribution services (MWD),Warehousing and storage facilities,2021-03-01,
Legitshipcbd06,Legit Ship LLC,Other,Unclassified,transactional,unclassified,,18248.0,,3.0,,0,2820.0,33.0,179,179,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,legitshipcbd.com,"Prospect, OR. Created to connect vetted Buyers, Suppliers, Service Providers within Hemp Industry on one trusted network. Managed by Corey Rauch, Managing Member. Connects businesses from seed to sale and everything in between. B2B connector and wholesaler. Website: legitshipcbd.com. Social media presence.","B2B network connecting Hemp/CBD Industry: buyers, suppliers, service providers. CBD wholesaling (flower and other CBD items). Trusted network for selling/promoting products/services. Exploring new industry avenues. Hemp industry connections seed to sale.","Medium-High - Hemp/CBD industry B2B network platform, vetted buyer/supplier/service provider connections, seed to sale supply chain integration, trusted network operations, CBD wholesaling (flower/products), industry exploration services, multi-stakeholder coordination (buyers/suppliers/services), Oregon operations, social media network building.",Wholesale and distribution services (MWD),WholesaleDistributionandSales,2021-02-26,
jobena,Jobena Corporation,Consumer Goods,Jewelry,quote_driven,llm_classification,medium,8355.0,,5.0,,1845427,3055.0,53.0,5171,0,788,0,4383,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,34.0,10528.72,6577.0,6.91,6.0,434.15,563.74,601.68,253.94,2121.71,jobena.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Manufacturing,2021-02-23,Manufacturing
burly,Burly Attachments LLC,Other,Unclassified,quote_driven,unclassified,,3448.0,,1.0,,206676,452.0,23.0,174,0,101,73,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,burlyattachments.com,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),"Soil Preparation, Planting, and Cultivating",2021-02-18,(No Type)
MPDmedical,"MPD Medical Systems, Inc.",Healthcare & Medical,Medical Equipment,transactional,llm_classification,medium,17538.0,,3.0,,1698431,1303.0,53.0,5230,1099,656,0,3475,32,20200.82,8934.0,646426.27,7.09,6.0,482.4,398.0,649.19,648.25,50.34,6096.09,16.0,22581.62,8589.5,4.75,4.0,350.8,437.69,375.31,21.81,976.0,tdmetal.com,"Central Illinois manufacturing facilities. 30+ years delivering innovative medical carts, workstations, cabinets for fast-paced healthcare demands. Hospital & health care company. Proudly made in USA, 100% latex-free.","Premium quality medical carts/accessories: Anesthesia, Emergency, Treatment, Isolation, Medication, general use carts. Maximum security storage/narcotic cabinets. Steel and E-Z Push aluminum construction. Quiet ball bearing slides, full drawer extensions. Workstations for healthcare.","Very High - 30+ years medical cart innovation, Anesthesia/Emergency/Treatment/Isolation/Medication specialization, maximum security narcotic cabinet engineering, USA manufacturing (central Illinois), 100% latex-free construction, E-Z Push aluminum technology, quiet ball bearing slide systems, full drawer extension mechanisms, healthcare fast-paced environment design, premium quality standards.",Wholesale and distribution services (MWD),Medical supplies merchant wholesalers,2021-01-26,MedicalDentalorHealthService
