Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Employees,Customers,Sign Up Date,Cancellation Date
tdrsolutions,Other - please specify,,0.0,49.0,0.0,0.0,2023-04-27,2023-04-28
summitsafetyandfirstaidllc3,"Failure to adopt, train, and engage CRM users",I have not been able to use the platform much but may try again in the future.,9.8,49.0,0.0,124.0,2023-06-09,2024-04-03
trevi,Non-payment,,1.4,49.0,10.0,244.0,2023-05-12,2023-06-24
ksbequine,Non-payment,,1.4,49.0,0.0,72.0,2023-05-22,2023-07-03
statiaprecisioncncroutingllc,Non-payment,,1.4,49.0,0.0,9.0,2023-05-09,2023-06-21
thediscountshop,Non-payment,,1.4,49.0,0.0,681.0,2023-05-28,2023-07-09
testsystemsolutionsinc,Other - please specify,This is their test account. Original is: testsystemsolutions2,0.2,49.0,0.0,14.0,2023-06-01,2023-06-08
thompsontargetinc2,Non-payment,,1.4,49.0,0.0,4.0,2023-06-02,2023-07-14
sptcss2,Non-payment,,1.4,49.0,0.0,6.0,2023-06-03,2023-07-15
adek,Other - please specify,,0.0,49.0,0.0,0.0,2023-05-08,2023-05-09
astrolift,Non-payment,,1.4,49.0,0.0,0.0,2023-06-05,2023-07-17
smigroupptyltd3,Non-payment,,1.4,49.0,0.0,19.0,2023-06-09,2023-07-21
vinmart,Non-payment,,1.4,49.0,0.0,0.0,2023-06-12,2023-07-24
farmerdanshoney,Non-payment,,13.5,49.0,4.0,2146.0,2023-07-06,2024-08-20
palletprollc,Other - please specify,I just have not had time to play with this and I would like to cancel my account at this time.,0.8,49.0,1.0,55.0,2023-05-07,2023-06-01
gootessa,Non-payment,,1.4,49.0,0.0,6929.0,2023-06-20,2023-08-02
badbirdyptyltd,Non-payment,,1.4,49.0,1.0,3.0,2023-06-21,2023-08-02
cgctwholesaleitems,Non-payment,,1.4,49.0,4.0,1.0,2023-06-21,2023-08-03
dwmachine3,Non-payment,,1.4,49.0,44.0,338.0,2023-06-22,2023-08-04
shorelineoffshore,Non-payment,,1.4,49.0,0.0,60.0,2023-06-26,2023-08-08
arizonaemergencyiceandwater,Other - please specify,She dont have the password for Qbs from the book keeper and will not get it for the next few weeks. However she is interested and will sign up with one user. ,0.5,49.0,0.0,0.0,2023-06-26,2023-07-12
thelightboxtradingvba,Other - please specify,,0.0,49.0,0.0,90.0,2023-06-29,2023-06-29
norfisk,Other - please specify,dup,0.5,49.0,0.0,0.0,2023-06-30,2023-07-14
casadecambioparis,Non-payment,,1.4,49.0,0.0,0.0,2023-07-01,2023-08-13
europeanspasource,Difficult Workflows / Workflow Challenges,Not your fault - just didnt work for our processes.,22.0,49.0,18.0,5140.0,2023-04-27,2025-02-24
romet3,Other - please specify,do not find any value with your program that we  can not already obtain,0.0,49.0,2.0,239.0,2023-08-16,2023-08-17
edenoaksco,Non-payment,,1.4,49.0,0.0,0.0,2023-10-03,2023-11-15
modulartrailstructures,Non-payment,,1.4,49.0,0.0,0.0,2023-04-23,2023-06-05
apollofleetinvestmentzambialtdtradingasapo,Non-payment,,1.3,49.0,3.0,104.0,2023-09-02,2023-10-13
topuniforms,Non-payment,,1.4,49.0,0.0,0.0,2023-09-02,2023-10-14
glessinggaskets,Non-payment,,1.4,49.0,2.0,370.0,2023-09-05,2023-10-17
infinitytrailer2,Not using their Method Account,No longer using,12.5,49.0,23.0,468.0,2023-09-06,2024-09-22
kaycocompositesllc,Non-payment,,1.4,49.0,22.0,450.0,2023-09-08,2023-10-20
castillo,Non-payment,,1.4,49.0,0.0,1.0,2023-09-09,2023-10-21
computia,Non-payment,,1.4,49.0,0.0,1085.0,2023-09-10,2023-10-22
solarilluminations,Non-payment,,1.4,49.0,10.0,2917.0,2023-09-12,2023-10-24
christianandassociatesinc,Other - please specify,"Were good - Please take us off your list.
Thanks.",0.9,49.0,0.0,224.0,2023-09-14,2023-10-10
mdglobaltradingllc5,Non-payment,,1.4,49.0,1.0,18.0,2023-09-17,2023-10-29
adamspalletcompany,"Failure to adopt, train, and engage CRM users",I have sent a very detailed email. Please find that and read it.,1.4,49.0,9.0,203.0,2023-09-18,2023-10-31
infinitytrailer,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
infinitytrailer2",0.4,49.0,0.0,0.0,2023-09-01,2023-09-13
summitstairlifts,Integration Gap,They are not interested because they want an out of the box CRM integration with Meta. They do not want to pay for customizations at this moment,2.0,49.0,1.0,10.0,2023-09-19,2023-11-20
thierrylasry,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
thierrylasry2",0.2,49.0,0.0,0.0,2023-04-21,2023-04-28
blessedup,Non-payment,,1.4,49.0,0.0,0.0,2023-09-19,2023-11-01
ernieklassen,Non-payment,,1.4,49.0,10.0,216.0,2023-09-22,2023-11-04
kitchenavenue,Non-payment,,1.4,49.0,0.0,0.0,2023-04-20,2023-06-01
gerbertables,Non-payment,,1.4,49.0,7.0,399.0,2023-09-27,2023-11-09
emg,Non-payment,,1.4,49.0,0.0,0.0,2023-09-27,2023-11-09
hale2,Non-payment,,1.4,49.0,0.0,0.0,2023-04-16,2023-05-28
lumentwist,"Failure to adopt, train, and engage CRM users",I am simply not using your services. Once we get allot bigger we will be back.,7.8,49.0,0.0,79.0,2023-09-28,2024-05-23
deployedcapitalllc,Non-payment,,1.4,49.0,6.0,8.0,2023-09-29,2023-11-11
transmetroninc,Non-payment,,1.4,49.0,0.0,0.0,2023-09-01,2023-10-13
abcsupply,Non-payment,,1.4,49.0,0.0,0.0,2023-04-24,2023-06-06
tecnoelecrepgroup,Non-payment,,1.4,49.0,2.0,65.0,2023-08-17,2023-09-28
alhassadsarl,Non-payment,,1.4,49.0,3.0,190.0,2023-08-25,2023-10-06
commfitness2,Non-payment,,1.4,49.0,38.0,4211.0,2023-08-17,2023-09-28
xfinitytechservicellc,Non-payment,,1.4,49.0,0.0,0.0,2023-08-19,2023-09-30
harmoniesbedazzled,Non-payment,,1.4,49.0,0.0,0.0,2023-08-20,2023-10-01
guwatechnologies,Non-payment,,1.4,49.0,0.0,4.0,2023-08-23,2023-10-04
vtbeveragesupply,Non-payment,,1.4,49.0,0.0,0.0,2023-08-23,2023-10-04
asoroofingsupply3,Other - please specify,Not applicable,0.0,49.0,0.0,1483.0,2023-08-23,2023-08-23
steelmetalsystems,Non-payment,,1.4,49.0,4.0,49.0,2023-04-25,2023-06-07
ewtheorganization,Non-payment,,1.4,49.0,1.0,16.0,2023-08-24,2023-10-05
greengridiron,Difficult to Customize,It was not what I needed. Was going to cost a lot more to get it customized for what we would need.,1.3,49.0,15.0,1719.0,2023-08-24,2023-10-02
homefurniture,Non-payment,,1.4,49.0,0.0,0.0,2023-08-25,2023-10-06
gplogistics,Non-payment,,1.4,49.0,1.0,1.0,2023-08-26,2023-10-07
hillscoffeetradingllc,Non-payment,,1.4,49.0,1.0,85.0,2023-08-31,2023-10-12
asadmanf,Non-payment,,1.4,49.0,0.0,0.0,2023-08-27,2023-10-08
homeflooringllc4,Other - please specify,,0.0,49.0,6.0,847.0,2023-08-28,2023-08-28
chbaseball2,Non-payment,,1.4,49.0,0.0,1.0,2023-08-28,2023-10-09
advancedmechanicaltechnologies,"Failure to adopt, train, and engage CRM users",We unfortunately are looking to close out our account and cancel our subscription. There are many changes in the works right now and your CRM services are not being used or fitting into the operational plans at this time. If we choose to resume subscription with you in the future then I will be back in touch.,8.4,49.0,8.0,145.0,2023-08-28,2024-05-10
tileliquidators2,Non-payment,,1.4,49.0,0.0,0.0,2023-08-29,2023-10-10
tileliquidators3,Non-payment,,1.4,49.0,0.0,0.0,2023-08-29,2023-10-10
puntocompras,Non-payment,,1.4,49.0,4.0,34.0,2023-08-29,2023-10-10
covidtestingsolutionsllc,Non-payment,,1.8,49.0,0.0,0.0,2021-01-18,2021-03-15
xtractvermont,Using another CRM Product,We found a better solution for our CRM need that will be utilizing a tool we already use for inventory management etc.,3.5,49.0,6.0,78.0,2023-08-30,2023-12-15
discoveryindustries,Non-payment,,1.3,49.0,0.0,0.0,2023-08-31,2023-10-11
michaelsmenswear,Non-payment,,1.3,49.0,0.0,0.0,2024-01-24,2024-03-05
xtractvermont2,Non-payment,,1.3,49.0,0.0,0.0,2024-01-26,2024-03-07
amanretailer,Non-payment,,1.3,49.0,0.0,0.0,2023-01-24,2023-03-04
lexisgreenhouses,Other - please specify,,0.2,49.0,0.0,40.0,2023-02-12,2023-02-18
allstatesign,Non-payment,,1.4,49.0,0.0,19.0,2024-06-06,2024-07-18
immunoamerican,Non-payment,,1.4,49.0,0.0,0.0,2024-06-07,2024-07-19
progresschemical2,Feature Gap,Not being able to see incoming and outgoing emails within each contact was a deal breaker.,1.6,49.0,5.0,1896.0,2024-06-10,2024-07-29
josephweldingllc,Non-payment,,1.4,49.0,0.0,83.0,2023-02-15,2023-03-30
kelleyengineeredequipment,Other - please specify,This product offered more than I need. Many features are redundant to a software I already have licensing for.,0.1,49.0,0.0,0.0,2024-06-14,2024-06-18
tridentgraffix,Non-payment,,4.4,49.0,7.0,81.0,2023-02-14,2023-06-28
arrigonidesign8,Other - please specify,,0.5,49.0,6.0,4212.0,2024-06-15,2024-07-01
jandpwindows,Using QuickBooks Only (no other app),Not needed,11.4,49.0,0.0,40.0,2024-06-16,2025-05-28
jtechtpms,Non-payment,,1.4,49.0,3.0,85.0,2024-06-16,2024-07-28
caffeguglielmoukltd,Non-payment,,1.4,49.0,1.0,232.0,2024-06-18,2024-07-31
ragonhouse,Other - please specify,"My team is just not ready to integrate with another system just yet. We are working on our own shipping platform, then we will look into this again.",0.1,49.0,0.0,0.0,2024-06-18,2024-06-20
martinspretzelbakery2,Non-payment,,1.4,49.0,14.0,452.0,2023-02-17,2023-04-01
artisanpower2,Other - please specify,Duplicate account: artisanpower,0.1,49.0,0.0,0.0,2024-06-19,2024-06-21
sassclothing,Non-payment,,1.4,49.0,0.0,857.0,2024-06-20,2024-08-02
raicescubanas,Non-payment,,1.6,49.0,0.0,0.0,2024-06-24,2024-08-13
equipementsafi2,Non-payment,,1.6,49.0,16.0,1762.0,2024-06-25,2024-08-14
mecaproject2,Non-payment,,1.6,49.0,6.0,191.0,2024-06-26,2024-08-15
tinsleydaf,Other - please specify,Hi - the inability to conduct a trial without connecting to our live data was a problem for our executive team.  We felt that this required to much assumed trust and understanding. Suggest that there is an opportunity to trial with a smaller/test data set and be able to try everything EXCEPT the QB integration.,1.3,49.0,0.0,0.0,2024-06-26,2024-08-06
sirfabricsllc,Non-payment,,1.6,49.0,0.0,1.0,2024-06-28,2024-08-17
mykavahut,Non-payment,,1.6,49.0,2.0,14.0,2024-06-30,2024-08-19
shreeveer2,Non-payment,,1.4,49.0,0.0,0.0,2024-07-06,2024-08-18
qualitymineralsllc,Non-payment,,1.4,49.0,0.0,0.0,2024-07-10,2024-08-22
sealmasterdenver,Non-payment,,1.4,49.0,0.0,0.0,2023-02-15,2023-03-30
solsqueeze,Non-payment,,1.4,49.0,0.0,0.0,2024-06-06,2024-07-18
lexis,Non-payment,,1.3,49.0,0.0,0.0,2023-02-12,2023-03-24
bulletproofcomics,Non-payment,,1.3,49.0,0.0,0.0,2024-05-17,2024-06-27
diamondrubber2,Non-payment,,1.4,49.0,0.0,0.0,2024-05-08,2024-06-20
samuelbaronclothiers3,Other - please specify,thank you,0.0,49.0,0.0,0.0,2024-05-10,2024-05-10
chellafoodscorp,Difficult Workflows / Workflow Challenges,"Customer Comment: Messy Process of Creating Invoices

-----

Method Comment: Customer was looking to create two different versions of invoices where USD and CAD Prices are shown to users based on their location. This was a limitation of QuickBooks as well as they wanted to control all costs and prices to be CAD and then convert when needed. We could certainly customize this; however, the customer opted to not customize.",2.1,49.0,0.0,35.0,2024-05-10,2024-07-12
avamagencies,Non-payment,,1.4,49.0,0.0,1599.0,2024-05-11,2024-06-23
trukon,Other - please specify,I just wanted to look around ,0.2,49.0,0.0,0.0,2023-02-21,2023-02-27
robertshomeandyardimprovement,"Failure to adopt, train, and engage CRM users","I love it, it was very throughout, but i couldn`t get the pipeline to show the way I wanted. Find something  easier to manange. Thank you!",4.4,49.0,1.0,327.0,2024-05-11,2024-09-23
automatedcommunicationsincdbamartinonesour,"Failure to adopt, train, and engage CRM users",We are cancelling because the employee who set up this account is no longer with our company.,4.6,49.0,91.0,2366.0,2024-05-13,2024-09-30
fivethousandtwohundredandeightymetalsupply,Non-payment,,1.4,49.0,0.0,0.0,2024-05-14,2024-06-26
ensureaseal3,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
ensureaseal2",0.0,49.0,0.0,0.0,2024-05-14,2024-05-15
nanobebe,Non-payment,,1.4,49.0,1.0,50.0,2024-05-15,2024-06-27
bumblebeebatteries2,Non-payment,,1.4,49.0,10.0,15.0,2023-02-21,2023-04-05
guminutrition,Other - please specify,Didn't have any use for it,0.5,49.0,1.0,1054.0,2023-02-17,2023-03-04
thesandbagstore,Other - please specify,,0.0,49.0,0.0,156.0,2024-05-18,2024-05-18
friendsbeautysupply,Other - please specify,No interst,0.8,49.0,0.0,0.0,2024-05-20,2024-06-13
speedysewsewingcenterinc,Non-payment,,1.4,49.0,25.0,423.0,2024-05-24,2024-07-05
wildwoodlanding,Non-payment,,1.4,49.0,0.0,0.0,2023-02-20,2023-04-04
threeinchpot,Non-payment,,1.3,49.0,0.0,53.0,2024-05-29,2024-07-09
seatinghub,Other - please specify,Original is: seatinghub2,0.5,49.0,0.0,0.0,2024-05-30,2024-06-13
woodandsons3,Other - please specify,Duplicate account: woodandsons2,0.3,49.0,0.0,0.0,2024-05-30,2024-06-07
amarano,Non-payment,,1.4,49.0,0.0,28.0,2024-06-03,2024-07-15
patientsafetyusa,Other - please specify,"I needed to have  my e-mail come in through the app.
I have used Goldmine for 20 yrs and that`s how it worked  looking for this in New CRM 

Thanks for your Help ",0.0,49.0,0.0,0.0,2023-02-19,2023-02-20
desktopaccountingservice,Non-payment,,1.4,49.0,0.0,0.0,2024-06-05,2024-07-17
virgosteel2,Other - please specify,Too much money to go through RightWorks for a very small business.,0.0,49.0,0.0,0.0,2024-07-10,2024-07-10
stephanieindustries,Non-payment,,1.3,49.0,0.0,20.0,2023-02-12,2023-03-24
nextgenmaterialtestinginc,Non-payment,,1.4,49.0,0.0,0.0,2023-02-23,2023-04-07
abccompany5,Other - please specify,"Nothing, i think Method CRM is pretty good, but we are in the stage of starting up the business and we will revisit this CRm whenever we are ready.",0.3,49.0,0.0,2.0,2024-09-23,2024-10-03
wecheshireltd,Not using their Method Account,just didn't use it,10.1,49.0,2.0,60.0,2023-02-01,2023-12-06
biscayconsolidadadeinversionessrl,Non-payment,,1.3,49.0,3.0,39.0,2023-01-31,2023-03-12
dpindsutries,Difficult Workflows / Workflow Challenges,"Their needs: 

Stage 1: Purchase Order: generally where orders come in usually here is where we have to check that their pricing from the pourchase order is correct with our current pricing. Our pricing generally changes once a year and is based on volume. If we could have some sort of pricing rules built in to reflect that, that would be great.
 
Stage 2: Invoice: Usually if there is a price change we then send a final invoice to the customer for approval.

Stage 3: Payment: some of our customers require payment up front, others we bill after the product has shipped.

Stage 4: Custom Printing: some of our products have the option for custom printing. Generally, the process of this goes:

                Customer sends us their logo

                Logo created into a proof

                Send to customer for approval

               Having steps for each of these and even a way to send the proof where they can just click accept or reject with comments, would be great.

Stage 5: Fulfillment: this is where orders are filled in our warehouse

Stage 6: Shipping:  once the order is fulfilled, we are notified it is ready to ship where we then arrange for a truck to come pick it up or if smaller use standard mail to ship it out

Stage 7: Send Bill: if the customer does not require prepayment, we would send the invoice once the product has been shipped.

Discussion:

I explained to Mike that their request would need to be scoped out, and since they had already used their 1 Free Hour, they would need to sign up for the Pay-Per-Use (PPU) service. Unfortunately, they felt that our PPU was too expensive and were unwilling to proceed with it. I clarified our processes to ensure expectations were clear, but they were still dissatisfied with the costs involved in customizing their requirements in Method.",2.0,49.0,36.0,6232.0,2024-09-10,2024-11-10
phoenixmfgco,Non-payment,,1.4,49.0,0.0,0.0,2024-09-13,2024-10-25
mqtoolingltd,Other - please specify,never used it as wouldnt work for my business,0.7,49.0,0.0,19.0,2023-01-31,2023-02-20
framerschoicewholesaleltd,Non-payment,,1.4,49.0,19.0,89.0,2024-09-17,2024-10-30
sunlitesignsllc3,Other - please specify,,0.5,49.0,0.0,7.0,2024-09-18,2024-10-03
groupares,Non-payment,,1.4,49.0,0.0,0.0,2024-09-18,2024-10-31
floridadocks,Duplicate Account,Customer is now live in main account wktrincdbafloridadocks,7.2,49.0,3.0,296.0,2023-01-29,2023-09-06
firangipaani,Non-payment,,1.4,49.0,0.0,0.0,2024-09-22,2024-11-04
alumastercorp,Other - please specify,,1.3,49.0,16.0,195.0,2024-09-24,2024-11-04
hallettcanvasandsailsinc,Non-payment,,1.3,49.0,13.0,4076.0,2023-02-02,2023-03-14
bosssafety3,Non-payment,,1.4,49.0,0.0,0.0,2024-09-24,2024-11-06
importaeu1atgmailcomscompany,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
importacarpentryllc",0.1,49.0,0.0,1.0,2023-01-28,2023-01-30
pearlfabric,Non-payment,,1.4,49.0,0.0,2.0,2024-09-25,2024-11-06
innomueblescom,Non-payment,,1.3,49.0,14.0,18199.0,2023-01-26,2023-03-07
kenotomotradingltd,Non-payment,,1.4,49.0,0.0,155.0,2024-09-27,2024-11-09
del,Non-payment,,1.3,49.0,0.0,0.0,2023-01-25,2023-03-06
jzfamilylaundry,Non-payment,,1.4,49.0,0.0,0.0,2024-09-28,2024-11-10
mtidental2,Other - please specify,"Conversion Exception Reason: 
Duplicate Account
Other Account:
mtidental3",0.2,49.0,0.0,0.0,2023-01-24,2023-01-30
pnwmedia,Non-payment,,1.4,49.0,0.0,50.0,2024-09-29,2024-11-11
stamps,Non-payment,,1.4,49.0,0.0,0.0,2024-09-30,2024-11-11
jsdistributiongroup,Non-payment,,1.4,49.0,1.0,181.0,2024-09-10,2024-10-22
sluggerstx,Non-payment,,1.4,49.0,0.0,93.0,2024-09-08,2024-10-20
uhindustriesllc,"Failure to adopt, train, and engage CRM users",Account was created by accountant but the owner never had the time to adopt,12.4,49.0,18.0,658.0,2023-02-09,2024-02-21
caffguglielmouk,Non-payment,,1.4,49.0,1.0,229.0,2024-08-12,2024-09-24
kcrecycling2,"Failure to adopt, train, and engage CRM users",We didn't have the internal capacity to fully utilize.,6.6,49.0,159.0,83.0,2024-07-19,2025-02-05
smokeyourbourbon,Non-payment,,1.4,49.0,10.0,249.0,2024-07-21,2024-09-02
majorfoods,Non-payment,,1.4,49.0,33.0,2173.0,2024-07-30,2024-09-11
urbanhardwoods,Non-payment,,1.3,49.0,0.0,0.0,2023-02-09,2023-03-21
partitionsplusincorporated,Non-payment,,1.3,49.0,0.0,0.0,2023-02-09,2023-03-21
gamboaglassdesigners,Non-payment,,1.4,49.0,2.0,1212.0,2024-07-31,2024-09-12
orangecabinetry,Non-payment,,1.4,49.0,0.0,0.0,2024-08-02,2024-09-14
mtbakerproducts,Non-payment,,1.3,49.0,0.0,0.0,2023-02-08,2023-03-20
pedalpals,Non-payment,,1.4,49.0,0.0,0.0,2024-08-07,2024-09-19
inlandsigns,Non-payment,"Multiple NSF returns from ACH.
Customer was not responsive to holds or followups.

Closing account.",12.3,49.0,17.0,322.0,2024-08-09,2025-08-19
sunlitesignsllc2,Other - please specify,,1.2,49.0,0.0,9.0,2024-08-13,2024-09-18
twentyonestcent,Non-payment,,1.4,49.0,0.0,5363.0,2024-09-06,2024-10-18
farmlogistics,Non-payment,,1.4,49.0,0.0,0.0,2024-08-19,2024-09-30
sommerslandscapesupplyllc,Non-payment,,1.3,49.0,0.0,2193.0,2023-02-07,2023-03-19
tiscoinc,Non-payment,,1.4,49.0,5.0,82.0,2024-08-21,2024-10-02
suretywatersolutionsllc,Non-payment,,1.4,49.0,0.0,12.0,2024-08-21,2024-10-02
congresoscostarica,Non-payment,,1.4,49.0,1.0,91.0,2024-08-24,2024-10-05
printonall,Non-payment,,1.4,49.0,5.0,4609.0,2024-08-27,2024-10-08
sanicycle,Other - please specify,,0.5,49.0,0.0,87.0,2023-02-07,2023-02-21
amariesbathflowershop2,Non-payment,,1.3,49.0,0.0,0.0,2023-02-07,2023-03-19
sgalliedbusinesseslimited,Non-payment,,1.3,49.0,0.0,297.0,2023-02-07,2023-03-18
forgiato,Difficult Workflows / Workflow Challenges,It did not work out the way we need it to in Qbooks.,3.2,49.0,427.0,4442.0,2024-08-31,2024-12-06
precisionpowersource,Other - please specify,Just Checking out,0.0,49.0,0.0,25.0,2024-05-06,2024-05-06
coasttocoastcontainers,Non-payment,,1.4,49.0,0.0,0.0,2024-05-01,2024-06-13
ironrodsteel2,Other - please specify,j,0.1,49.0,23.0,4351.0,2024-01-30,2024-02-02
rrpletttrucking,Non-payment,,1.4,49.0,0.0,0.0,2024-03-19,2024-04-30
peteralbrechtcompany,Difficult Workflows / Workflow Challenges,"Didn't get functionality I had hoped for in managing production so I cut the subscription back to just me and CRM. I didn't like CRM interface as well as others, which is simply a personal preference.",13.5,49.0,11.0,349.0,2024-03-06,2025-04-20
eliteturfsupply,Other - please specify,they did not need our services,0.2,49.0,3.0,1032.0,2024-03-06,2024-03-12
cherrycreekwindowsanddoors,Non-payment,,1.4,49.0,0.0,0.0,2024-03-06,2024-04-18
tmnllc,Other - please specify,he will be back,0.9,49.0,0.0,0.0,2024-03-07,2024-04-02
plaexbuildingsystemsinc,Other - please specify,Too many hidden costs for integration.,0.0,49.0,3.0,32.0,2024-03-12,2024-03-12
pippapianoandkeyboardshow,Non-payment,,1.4,49.0,0.0,0.0,2024-03-12,2024-04-24
chilemart,Non-payment,,1.4,49.0,0.0,4682.0,2024-03-12,2024-04-24
tyronebuildingsupply,Other - please specify,,0.9,49.0,10.0,2852.0,2024-03-13,2024-04-09
justinorga,Non-payment,,1.4,49.0,0.0,0.0,2024-03-14,2024-04-25
logicarecanada,Other - please specify,,0.6,49.0,0.0,15.0,2024-03-18,2024-04-04
