Account,SKU_Count,Avg_Delimiter_Count,Avg_Char_Length,Avg_Word_Count,Pct_With_SKU_Codes,Pct_With_Specs,Pct_With_Brand_Prefix,Pct_Service_Items,Pct_Inventory_Items,Pct_NonInventory_Items,Pct_Fee_Items,Primary_Business_Type,Catalog_Complexity_Score,Complexity_Tier,Sample_Products,SKU_Tier
endlessfunllc,50,2.28,38.6,2.8,94.0,0.0,46.0,0.0,0.0,52.0,0.0,NonInventory-Based (Digital/Services),40.2,Standard,"Discounts:4213, *Magic Straws*:Milk Magic:40023-24074, 1300",21-50 (Standard)
fibonaccillc,50,0.8,29.3,3.6,0.0,0.0,64.0,6.0,58.0,36.0,0.0,Product-Based (Mixed Inventory),18.9,Ultra-Simple,"Sample:Architect and Design Sample Pack, Display Package:Packaging, Sample:Flooring Sample",21-50 (Standard)
victorcastilloincdbatortilleriatemecula,50,0.02,12.9,2.5,80.0,6.0,0.0,4.0,0.0,96.0,0.0,NonInventory-Based (Digital/Services),16.7,Ultra-Simple,"3 DOZ. YELLOW CORN, 1 LB CORN CHIPS, 12' FLOUR TORTILLA",21-50 (Standard)
eshhardwareandfarmsupplyllc2,31,0.03,18.7,2.9,0.0,0.0,0.0,6.5,0.0,19.4,3.2,Product-Based (Mixed Inventory),2.7,Ultra-Simple,"3-Balance Due-Invoices, 01-301 - NEService Item, 01-304 - NEService Misc",21-50 (Standard)
surfaceteccorp3,34,0.74,22.4,2.9,88.2,0.0,67.6,94.1,0.0,5.9,17.6,Service-Based,31.0,Simple,"Sales:Sales, CHROME:CHROME, CHROME:CHROME COMBO:CHROME COMBO",21-50 (Standard)
rhinoskintoughusainc,37,0.0,12.5,1.5,62.2,0.0,0.0,2.7,56.8,40.5,5.4,Product-Based (Mixed Inventory),12.3,Ultra-Simple,"RSO8-XLB (deleted), RSO8-LB (deleted), RS6-L",21-50 (Standard)
halamotors,50,0.0,16.3,1.2,90.0,0.0,0.0,14.0,86.0,0.0,10.0,Inventory-Based (Physical Products),17.5,Ultra-Simple,"Capture Fee, Processing Fee, Vehicle Sell Fee (Pro)",21-50 (Standard)
sunshinellc2023,50,0.0,9.1,1.0,100.0,0.0,0.0,2.0,26.0,2.0,0.0,Product-Based (Mixed Inventory),19.0,Ultra-Simple,"155-00009, 155-00001, 155-00002",21-50 (Standard)
traxandmore,50,0.06,6.7,1.0,92.0,4.0,0.0,2.0,96.0,0.0,0.0,Inventory-Based (Physical Products),18.6,Ultra-Simple,"Freight, 1M1408, 7H3597",21-50 (Standard)
glfast4,50,0.04,8.4,1.2,92.0,4.0,0.0,10.0,68.0,10.0,0.0,Product-Based (Mixed Inventory),18.5,Ultra-Simple,"FREIGHT-PPA, NOTES, FREIGHT-DEL",21-50 (Standard)
silvertecmfginc2,50,0.44,14.8,2.3,28.0,2.0,42.0,28.0,20.0,48.0,2.0,Hybrid (Mixed),17.6,Ultra-Simple,"Hourly Mfg, Services, Contract Mfg",21-50 (Standard)
fitnessandexercisesolutions3,50,0.3,15.5,1.4,68.0,8.0,16.0,6.0,88.0,6.0,2.0,Inventory-Based (Physical Products),19.4,Ultra-Simple,"Services, Freight/Delivery/Install, Used Equipment",21-50 (Standard)
preferredbathinc,50,0.0,8.7,1.1,92.0,0.0,0.0,2.0,92.0,2.0,0.0,Inventory-Based (Physical Products),17.8,Ultra-Simple,"112-5BP, 113-5BN, 112-5BN",21-50 (Standard)
holdit,50,2.16,33.0,3.5,82.0,20.0,78.0,2.0,0.0,98.0,2.0,NonInventory-Based (Digital/Services),44.4,Standard,"SHIPPING AND DELIVERY:Delivery Fee, Custom Holdit, STRIPS:STRiPS WITH TAPE:Strips+:H33/1000TBLK",21-50 (Standard)
permarkbadges2,50,1.0,15.3,1.3,100.0,0.0,100.0,2.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),40.7,Standard,"ENGRAVING:14EN16, SHIPPING COST:SHIPPING, GRAPHIC PRODUCTS:14GP31",21-50 (Standard)
northamericamattresscorp,50,0.0,9.6,1.1,74.0,0.0,0.0,2.0,42.0,10.0,0.0,Product-Based (Mixed Inventory),15.1,Ultra-Simple,"Freight add, Discount 35%, 161-75398",21-50 (Standard)
maplevalley,50,0.02,16.9,1.4,20.0,52.0,0.0,0.0,26.0,0.0,0.0,Product-Based (Mixed Inventory),12.3,Ultra-Simple,"SHIPPING, Subtotal, 32oz_Decanter_Dark",21-50 (Standard)
coastaltransfers,50,0.0,3.3,1.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,Inventory-Based (Physical Products),4.0,Ultra-Simple,"Shipping, 0, 53",21-50 (Standard)
multiseal2,50,0.0,6.7,1.1,88.0,0.0,0.0,0.0,4.0,10.0,4.0,Product-Based (Mixed Inventory),17.2,Ultra-Simple,"Batch #, Freight Free, FREIGHT OUT",21-50 (Standard)
netzerousa2,50,0.08,13.7,1.9,2.0,2.0,0.0,18.0,54.0,12.0,0.0,Product-Based (Mixed Inventory),5.0,Ultra-Simple,"Shipping & Handling, UPS Tracking Number, Midstream Rebate",21-50 (Standard)
unicellsupply2,50,1.02,40.4,5.9,36.0,28.0,70.0,4.0,96.0,0.0,0.0,Inventory-Based (Physical Products),29.5,Simple,"Bathroom Tissue:DURA PLUS 2Ply 500 sheets 48rolls/case, Bathroom Tissue:Feather Soft Jumbo 2ply BT 12/1000' 20-001, Paper Towels:Paper Towels Feather Soft White Towel 6/case 800 ft  40-007",21-50 (Standard)
dolphinheatexchangerusa,50,1.12,24.9,2.8,94.0,0.0,76.0,6.0,0.0,94.0,0.0,NonInventory-Based (Digital/Services),37.0,Simple,"Shipping, CB - Soldered / Bolt Together:6510653, Plastic Alumin:6601352",21-50 (Standard)
procurementequipment,50,0.0,7.9,1.1,62.0,0.0,0.0,22.0,76.0,0.0,8.0,Inventory-Based (Physical Products),13.3,Ultra-Simple,"FREIGHT, zFreight, Fee",21-50 (Standard)
nationalkitchensbathsandmore1,22,0.0,10.5,1.3,0.0,0.0,0.0,36.4,0.0,63.6,4.5,NonInventory-Based (Digital/Services),1.8,Ultra-Simple,"Cabinets, Windows, Countertops",21-50 (Standard)
bodegatile,50,0.8,18.9,1.4,96.0,8.0,76.0,8.0,88.0,2.0,2.0,Inventory-Based (Physical Products),35.9,Simple,"Surcharge Fee, SKU, SHIPPING",21-50 (Standard)
repssinc,50,0.94,18.0,2.2,44.0,2.0,76.0,8.0,82.0,2.0,2.0,Inventory-Based (Physical Products),28.5,Simple,"F & I, Discount, Fit Test Supplies:8016",21-50 (Standard)
thewristbandcompany,50,0.26,11.9,1.4,0.0,0.0,16.0,8.0,0.0,92.0,0.0,NonInventory-Based (Digital/Services),8.1,Ultra-Simple,"Carriage, Tyvek, Fabric Wristbands:Fabric Wristbands",21-50 (Standard)
megaelevatorparts2,2,1.0,15.0,3.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),14.3,Ultra-Simple,"ANCHOR KIT 1/4"", 38WA 3-3/4 50BX",1-5 (Ultra-Simple)
jouffreinc2,45,1.47,33.0,3.6,0.0,0.0,80.0,82.2,4.4,13.3,0.0,Service-Based,25.4,Simple,"Sales:4201 Upholstery:4201 Upholstery, Sales:4201 Upholstery:4205 Upholstery Supplies, Sales:4101 Drapes:4101 Drapes",21-50 (Standard)
botanaway,50,1.78,40.9,5.1,4.0,10.0,84.0,4.0,90.0,4.0,2.0,Inventory-Based (Physical Products),30.1,Simple,"Zion Herbals:Liquid Filled Bottles:Lucky 80:Zion 15ml Lucky 80 formula, SAMPLE - Below Items are Being Sent as Samples (deleted), Zion Herbals:Liquid Filled Bottles:24k:Zion 15ml 24k formula bottle",21-50 (Standard)
sierraloghomes,50,0.02,13.2,1.7,18.0,0.0,2.0,18.0,10.0,70.0,0.0,NonInventory-Based (Digital/Services),7.1,Ultra-Simple,"M(S)MISC BLDG MTRL, Item_*inventory asset (deleted), Item_Building materials_cost of goods sold (deleted)",21-50 (Standard)
paladinpower2,43,0.42,18.3,2.2,41.9,0.0,34.9,18.6,18.6,62.8,0.0,NonInventory-Based (Digital/Services),17.7,Ultra-Simple,"Discounts, Solar PV, Electrical",21-50 (Standard)
hccigarsdaytonallc2,50,0.1,37.6,7.3,6.0,0.0,0.0,2.0,98.0,0.0,0.0,Inventory-Based (Physical Products),5.6,Ultra-Simple,"K By Karen Berger 25th Anniv.by AJ Fernandez Limited E Box 20, Tailgate By Karen Berger Box 1/14 Cigars, K by KB Sampler 4 Premium Cigars",21-50 (Standard)
johnmarksre2,12,1.08,32.6,3.9,8.3,16.7,91.7,75.0,25.0,0.0,8.3,Service-Based,24.8,Simple,"Manufacturing:M1  3 Axis CNC milling, Manufacturing:M6  WZ30WH, Design:D1  Layout Meeting",6-20 (Simple)
kingoillubricantsllc,50,0.0,11.5,1.0,100.0,84.0,0.0,0.0,12.0,2.0,6.0,Product-Based (Mixed Inventory),27.4,Simple,"SHIPPING, PALLET-CHARGE-48, 4-405-5GAL",21-50 (Standard)
walicom,50,0.64,16.5,1.7,60.0,0.0,52.0,6.0,90.0,2.0,0.0,Inventory-Based (Physical Products),25.1,Simple,"Shipping, SUBTOTAL, B4172NP22",21-50 (Standard)
theattachmentcompanyllc,50,0.86,20.5,1.5,92.0,0.0,82.0,6.0,84.0,4.0,0.0,Inventory-Based (Physical Products),35.8,Simple,"SHIPPING TO CUSTOMER, NSI, HITCHES:TAG_MOUNT_1-25",21-50 (Standard)
privatelabelsupport,50,0.0,7.3,1.0,86.0,8.0,0.0,32.0,0.0,68.0,0.0,NonInventory-Based (Digital/Services),17.7,Ultra-Simple,"CFEE, RSET, FSHIP",21-50 (Standard)
bignotemusic,50,0.02,14.1,2.2,2.0,0.0,0.0,92.0,0.0,8.0,4.0,Service-Based,4.4,Ultra-Simple,"PART, Brass Minimum Charge, Supply",21-50 (Standard)
kandbfloorcoveringllc,50,0.84,16.1,1.7,0.0,0.0,64.0,32.0,0.0,68.0,0.0,NonInventory-Based (Digital/Services),19.2,Ultra-Simple,"Labor:Rip-out and Removal:Carpet Ripout, Mouldings:1/4 Round White, Labor:Stair Labor",21-50 (Standard)
whclenterprises2,50,1.6,67.2,9.1,94.0,16.0,86.0,22.0,0.0,78.0,0.0,NonInventory-Based (Digital/Services),43.3,Standard,"LEADS:Residential Lead Buyer, SHIPPING:Shipping, LIGHTS & INSTALLATION SUPPLIES:SPOOLS:C9 1000' SPOOL (15"" Spacing) SPT1 GREEN WIRE (No Bulbs); 1 pc. Molded Spool",21-50 (Standard)
imperialprivacysystemsllc,50,0.82,24.1,2.9,18.0,0.0,80.0,4.0,0.0,90.0,0.0,NonInventory-Based (Digital/Services),24.2,Simple,"Track:IFC-98, Freight, Curtains:Stock",21-50 (Standard)
roadrunner2,50,1.08,12.5,1.0,82.0,2.0,92.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),37.5,Simple,"SS:GLO-SFLG, SS:ABS-DB-72, SS:GLO-SFXL",21-50 (Standard)
cathxmedicalinc2,46,0.09,18.8,2.8,2.2,0.0,0.0,43.5,2.2,37.0,2.2,Hybrid (Mixed),4.6,Ultra-Simple,"Braided Catheter (OA) CA, Extrusion Service (OA), Extrusions (OA)",21-50 (Standard)
arczonecominc,50,0.0,11.9,1.3,66.0,0.0,0.0,6.0,28.0,2.0,0.0,Product-Based (Mixed Inventory),13.9,Ultra-Simple,"Online Shipping, UPS Ground, Serial #",21-50 (Standard)
smsprecisiontech2,50,0.02,10.4,1.0,90.0,0.0,0.0,16.0,16.0,0.0,0.0,Product-Based (Mixed Inventory),17.6,Ultra-Simple,"Shipping, Shipping-NT, SMS-MC-1012",21-50 (Standard)
georgiastage,50,0.34,12.5,1.9,84.0,20.0,22.0,4.0,18.0,72.0,0.0,NonInventory-Based (Digital/Services),24.2,Simple,"FREIGHT, DRAPES:PANEL, SKIRT",21-50 (Standard)
calcert,50,0.04,11.9,1.9,26.0,4.0,0.0,10.0,0.0,80.0,0.0,NonInventory-Based (Digital/Services),8.6,Ultra-Simple,"shipping and handling, SHIPPING BILLED, UL 0037",21-50 (Standard)
doozlandllc,50,0.04,8.7,1.0,96.0,24.0,0.0,4.0,92.0,4.0,2.0,Inventory-Based (Physical Products),21.1,Simple,"PRED11XL, TGRAP12/1ORG, PYELL11XL",21-50 (Standard)
westerndovetailinc2,50,1.76,28.9,2.5,58.0,16.0,58.0,14.0,56.0,24.0,6.0,Product-Based (Mixed Inventory),34.7,Simple,"Drawer, Shipping, Packaging",21-50 (Standard)
maxinesniderinc,50,0.3,26.0,3.2,0.0,0.0,0.0,96.0,0.0,4.0,0.0,Service-Based,6.0,Ultra-Simple,"Deposit Received, Shipping Fees, Commission - 25%",21-50 (Standard)
aedeschristiholdingsincdbadubalbros,50,2.38,55.9,6.8,100.0,0.0,94.0,6.0,94.0,0.0,4.0,Inventory-Based (Physical Products),49.0,Standard,"*SERVICES:LATE FEE, VITTORIO VICO:FLOWER LAPEL PIN:FLOWER LAPEL PIN, VITTORIO FARINA:NECKTIES & POCKET SQUARES:NECKTIE/HANKY - SOLID SATIN",21-50 (Standard)
camachocoffee,50,0.96,37.6,4.8,2.0,66.0,94.0,8.0,92.0,0.0,0.0,Inventory-Based (Physical Products),31.4,Simple,"Wholesale:Highlander Grogg Ground, 12oz bag, Wholesale:Brazil Ground, 12oz bag, Wholesale:Colombia Ground, 12oz bag",21-50 (Standard)
eqlocktest,50,0.16,10.2,1.3,32.0,0.0,0.0,6.0,0.0,2.0,0.0,Product-Based (Mixed Inventory),9.9,Ultra-Simple,"Shipping/Hand, Amazon-BRHL, Total AvaTax",21-50 (Standard)
cwfame,38,0.26,25.2,3.3,23.7,0.0,7.9,81.6,0.0,18.4,2.6,Service-Based,9.5,Ultra-Simple,"WAFAS- Welding And Fabricating As Service, WASR- Welding as Service Repair, Welding Service (deleted)",21-50 (Standard)
impulseradarusainc,50,1.2,61.0,7.7,66.0,16.0,94.0,12.0,10.0,78.0,0.0,NonInventory-Based (Digital/Services),37.6,Simple,"Administrative:Freight Out to Customers, Administrative:Less   Discount, PINPOINTR:PINPOINTR - INT.",21-50 (Standard)
profwhytekratom,50,1.08,58.6,8.2,6.0,34.0,78.0,8.0,0.0,92.0,0.0,NonInventory-Based (Digital/Services),27.2,Simple,"Shipping Methods:FedEx Ground, Extract Products:Extract Shots:300 mg K-Plex Extract Shot (12 ct Case)- Rogue Punch, orderdiscount",21-50 (Standard)
hsabearings,50,0.92,22.7,2.7,94.0,0.0,92.0,4.0,94.0,0.0,0.0,Inventory-Based (Physical Products),38.0,Simple,"Shipping Charges, Discount, PARTS",21-50 (Standard)
richcompower,50,0.14,23.5,3.3,44.0,2.0,2.0,8.0,82.0,2.0,0.0,Inventory-Based (Physical Products),12.0,Ultra-Simple,"Shipping and Handling, RKNBL2-LiP, RKNB33-LiP",21-50 (Standard)
durabikelocker,50,0.22,28.3,2.9,52.0,0.0,2.0,20.0,0.0,80.0,2.0,NonInventory-Based (Digital/Services),13.6,Ultra-Simple,"SHIPPING & HANDLING (deleted), Item_Inventories_finished products (deleted), CUST-DEPOSIT (deleted)",21-50 (Standard)
heritagesheds,50,0.8,16.7,1.9,32.0,4.0,80.0,0.0,0.0,92.0,2.0,NonInventory-Based (Digital/Services),26.5,Simple,"Optionsz, Tar Paper, Shed Options:DDP",21-50 (Standard)
derwasofwelshpoolltd2,50,0.68,35.7,4.9,4.0,10.0,44.0,14.0,36.0,50.0,0.0,Product-Based (Mixed Inventory),16.7,Ultra-Simple,"Materials, Flue Pipe - Jobs, Installation:Installation",21-50 (Standard)
hydeparkpartners,50,0.0,9.4,1.1,100.0,0.0,0.0,0.0,94.0,0.0,0.0,Inventory-Based (Physical Products),19.0,Ultra-Simple,"900182841T, OPENING BALANCE, DISCOUNT",21-50 (Standard)
nomipackaging2,50,0.0,8.2,1.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),19.0,Ultra-Simple,"BX-70205, BX-70215, BX-70210",21-50 (Standard)
tuffeventsllc,50,0.0,5.8,1.0,62.0,0.0,0.0,0.0,92.0,0.0,0.0,Inventory-Based (Physical Products),13.3,Ultra-Simple,"1.1, 1, 1.3",21-50 (Standard)
animalhospitalsupplyinc2,50,0.92,17.2,1.4,44.0,0.0,90.0,2.0,92.0,2.0,0.0,Inventory-Based (Physical Products),30.2,Simple,"Freight, Total AvaTax, Gowns:5-008",21-50 (Standard)
colorantic,50,1.06,42.7,6.1,88.0,44.0,52.0,50.0,50.0,0.0,0.0,Hybrid (Mixed),36.5,Simple,"TPS/TVH perçue sur les ventes - 1 (supprimé), TVQ PERCUE SUR LES VENTES - 1 (supprimé), PEINTURE - 3 (supprimé)",21-50 (Standard)
access2mobilityinc,50,0.7,20.2,3.1,30.0,0.0,32.0,44.0,34.0,14.0,6.0,Hybrid (Mixed),18.0,Ultra-Simple,"MISC DME Equipment, MISC DME Rep Part, Labor / Install VEH",21-50 (Standard)
ibixsurfacetechnologies,50,0.7,24.5,1.5,76.0,0.0,58.0,0.0,72.0,0.0,0.0,Inventory-Based (Physical Products),28.8,Simple,"FREIGHT, Discount 25%, DISCOUNT 100%",21-50 (Standard)
goodchemistry,4,0.0,18.8,2.5,0.0,0.0,0.0,50.0,0.0,50.0,0.0,Hybrid (Mixed),0.3,Ultra-Simple,"Medical Wholesale, Retail Wholesale, Medical Worcester",1-5 (Ultra-Simple)
perine2,50,0.0,6.1,1.1,78.0,0.0,0.0,0.0,84.0,4.0,2.0,Inventory-Based (Physical Products),15.7,Ultra-Simple,"Shipping, 36893, 36871",21-50 (Standard)
ppcindustries1,50,1.06,24.4,3.0,0.0,0.0,10.0,32.0,50.0,2.0,0.0,Hybrid (Mixed),12.6,Ultra-Simple,"Quotation, Freight:PPD & Add, Freight:PPD & Bill Later",21-50 (Standard)
inspiredsciencesllc,50,0.04,9.6,1.0,78.0,0.0,0.0,8.0,12.0,4.0,0.0,Product-Based (Mixed Inventory),16.0,Ultra-Simple,"Comment, Freight, /BBW",21-50 (Standard)
cashionfishingrods2,50,0.02,9.8,1.3,4.0,64.0,2.0,100.0,0.0,0.0,6.0,Service-Based,11.4,Ultra-Simple,"Shipping, Late Fee, Credit Card Processing Charge",21-50 (Standard)
lillipadmarine2,50,1.14,43.4,6.8,14.0,2.0,100.0,98.0,2.0,0.0,4.0,Service-Based,28.9,Simple,"Easy Step:Easy Step Boarding Ladder - Black, Easy Step:Easy Step Boarding Ladder - Silver, Diving Board Accessories:Diving Board Cover - Gray",21-50 (Standard)
lampnutra2,50,0.0,21.0,1.8,98.0,0.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),18.7,Ultra-Simple,"RYL-MD-CP-75 (deleted), RYL-WH-CP-75 (deleted), RYL-RD-CP-75 (deleted)",21-50 (Standard)
rlhindustriesinc2,50,0.0,12.1,1.0,84.0,6.0,0.0,8.0,12.0,2.0,2.0,Product-Based (Mixed Inventory),17.2,Ultra-Simple,"RLH-SHIPPING, SI01, RLH-DRB-2",21-50 (Standard)
prestigeislandexports,23,0.26,21.4,3.0,21.7,0.0,0.0,82.6,0.0,17.4,4.3,Service-Based,6.8,Ultra-Simple,"Deposit Payment, WINDOWS/DOORS, 13 Windows & Trim (deleted)",21-50 (Standard)
swissmadebrandsusa2,50,0.0,14.6,2.0,70.0,0.0,0.0,14.0,70.0,16.0,4.0,Product-Based (Mixed Inventory),14.5,Ultra-Simple,"NON-STOCK (deleted), Tax paid, Drop Ship Fee",21-50 (Standard)
lancoacquisitionllc,50,2.08,68.5,9.7,90.0,24.0,100.0,10.0,88.0,2.0,4.0,Inventory-Based (Physical Products),48.8,Standard,"Inventory:x - Misc Customer Expenses:Ebay Discount Fee, Inventory:x - Misc Customer Expenses:CCH9999 - Credit Card Convenience Fee, Inventory:x - Misc Customer Expenses:Scrap - Auction Sales",21-50 (Standard)
wholelogreclaimed3,50,2.76,71.1,9.0,94.0,8.0,98.0,22.0,10.0,68.0,0.0,NonInventory-Based (Digital/Services),52.0,Standard,"Engineered:Beam Boxes:BOX BEAMS, NEW HEWN RECLAIMED, Engineered:Beam Boxes:BEAMS, ENGINEERED WOOD,  CAROLINA CLASSIC Smooth  Surface, Service:Delivery/Shipping:DEL - LOCAL DELIVERY - WHOLE LOG RECLAIMED",21-50 (Standard)
ameritechfacilitysupplyllc,50,0.0,12.9,2.1,18.0,4.0,0.0,2.0,4.0,78.0,10.0,NonInventory-Based (Digital/Services),7.1,Ultra-Simple,"Materials, Delivery Charge, Total AvaTax",21-50 (Standard)
cpffloorsllc,50,0.0,10.0,1.1,80.0,4.0,0.0,12.0,82.0,2.0,2.0,Inventory-Based (Physical Products),16.4,Ultra-Simple,"DELIVERIES, FEE, MORE+-INFO",21-50 (Standard)
safaribeltingsystemsinc,50,0.12,16.4,1.5,70.0,6.0,0.0,6.0,20.0,2.0,0.0,Product-Based (Mixed Inventory),15.9,Ultra-Simple,"LOC, Freight Allowed, Freight/shipping",21-50 (Standard)
jpmdistributors,37,0.41,28.4,5.9,0.0,0.0,0.0,10.8,0.0,89.2,0.0,NonInventory-Based (Digital/Services),5.7,Ultra-Simple,"98 Special - RAW Bulk Box, Classic King - RAW Bulk Box, Classic 1 1/4 - RAW Bulk Box",21-50 (Standard)
vtechnicaltextiles,50,0.0,11.5,1.4,60.0,4.0,0.0,26.0,34.0,28.0,8.0,Hybrid (Mixed),13.4,Ultra-Simple,"Shipping, Lot Tracking Number, Fabricated part",21-50 (Standard)
trioniccorp2,50,0.06,7.1,1.0,16.0,0.0,0.0,0.0,0.0,92.0,0.0,NonInventory-Based (Digital/Services),6.8,Ultra-Simple,"Shipping, CF-60, UFA-1 1/2""",21-50 (Standard)
furnitureprocorp,43,0.0,8.5,1.0,88.4,0.0,0.0,20.9,0.0,62.8,2.3,NonInventory-Based (Digital/Services),16.7,Ultra-Simple,"HON-PROJ, FRT, FRTINC",21-50 (Standard)
pinnacleindustrialsupply,50,1.74,23.6,2.5,98.0,10.0,84.0,0.0,92.0,4.0,0.0,Inventory-Based (Physical Products),43.9,Standard,"SPECIAL ORDER, FREIGHT, COPPER:Copper Tube:CTL12",21-50 (Standard)
centricityvisioninc3,50,0.0,10.8,1.7,60.0,0.0,0.0,36.0,24.0,2.0,2.0,Hybrid (Mixed),13.0,Ultra-Simple,"Total AvaTax, Shipping (Customer), 20001",21-50 (Standard)
universalpowerconversion,50,0.0,3.9,1.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,Inventory-Based (Physical Products),4.0,Ultra-Simple,"0000, 3324, 3236",21-50 (Standard)
dtcshycat1,31,0.61,24.7,3.3,35.5,12.9,12.9,19.4,22.6,19.4,0.0,Product-Based (Mixed Inventory),15.1,Ultra-Simple,"Hycat 3100S, Hycat OA (MGR), Other Charges:Bank Fees/Wire Fees",21-50 (Standard)
capitalcityawning3,50,0.14,21.1,3.0,0.0,0.0,2.0,90.0,0.0,2.0,4.0,Service-Based,5.2,Ultra-Simple,"Wholesale Retractable, Storage, Freight",21-50 (Standard)
firstmedicalinternationalcorp2,50,0.06,14.0,2.6,20.0,0.0,0.0,14.0,80.0,4.0,0.0,Inventory-Based (Physical Products),7.4,Ultra-Simple,"Packing, Shipping, Credit Card",21-50 (Standard)
easternwearparts,50,0.88,16.9,1.3,100.0,0.0,88.0,0.0,88.0,0.0,0.0,Inventory-Based (Physical Products),38.1,Simple,"HARDWARE:FW58, HARDWARE:N58, HARDWARE:LN58",21-50 (Standard)
metkonusainc,50,1.14,29.7,2.8,32.0,12.0,88.0,4.0,96.0,0.0,0.0,Inventory-Based (Physical Products),30.8,Simple,"Consumables:19-044/S, Consumables:39-502, Consumables:19-023/S",21-50 (Standard)
healthcarestoragesolutionscorporation,50,0.0,11.6,1.2,76.0,10.0,0.0,12.0,84.0,4.0,0.0,Inventory-Based (Physical Products),16.4,Ultra-Simple,"General Product (DNU) (deleted), Freight, Installation Service",21-50 (Standard)
alliedmachinerysalesllc,50,0.0,6.0,1.1,66.0,10.0,0.0,4.0,90.0,2.0,2.0,Inventory-Based (Physical Products),14.9,Ultra-Simple,"Freight, Total AvaTax, Logistics Surcharge",21-50 (Standard)
appliedwatertechnologies,50,0.58,21.3,2.6,10.0,0.0,40.0,34.0,14.0,36.0,12.0,Hybrid (Mixed),15.4,Ultra-Simple,"Filter Change, Late Fee, Additional Late Fee",21-50 (Standard)
lancevalves2,50,0.0,9.1,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Product-Based (Mixed Inventory),8.5,Ultra-Simple,"SHIP-0001, 22-041-4-11, 22-061-4-11",21-50 (Standard)
lowrymanufacturingcompany2,50,0.34,26.9,4.4,8.0,0.0,4.0,2.0,0.0,98.0,4.0,NonInventory-Based (Digital/Services),8.1,Ultra-Simple,"Custom Project Material, Auto Shutoff Sensing Package, Foot Bearing 1-1/2""",21-50 (Standard)
huntercattlecompany2,50,0.14,24.3,4.2,4.0,20.0,0.0,0.0,0.0,100.0,2.0,NonInventory-Based (Digital/Services),7.5,Ultra-Simple,"Fuel Surcharge, Ground Beef 30 lb Case, Ground Beef 80/20 Mix",21-50 (Standard)
snoozies,50,0.0,11.9,2.1,38.0,0.0,0.0,2.0,98.0,0.0,0.0,Inventory-Based (Physical Products),9.7,Ultra-Simple,"Shipping, w cotton candy, m two tone-2020",21-50 (Standard)
medicalz2,50,1.16,10.3,1.6,28.0,0.0,0.0,18.0,12.0,8.0,0.0,Product-Based (Mixed Inventory),15.9,Ultra-Simple,"SHIP UPS GROUND, MA/926, NOTES",21-50 (Standard)
schemmbowlinginc,50,0.18,9.5,1.1,74.0,0.0,2.0,10.0,72.0,2.0,2.0,Inventory-Based (Physical Products),16.6,Ultra-Simple,"SPEE DEE, UPS, SD",21-50 (Standard)
pattechnology2,50,0.0,9.2,1.1,54.0,0.0,0.0,2.0,14.0,2.0,0.0,Product-Based (Mixed Inventory),12.1,Ultra-Simple,"Delivery, MHS, FUJITA-TM11",21-50 (Standard)
liquitube,50,0.64,12.4,1.3,94.0,38.0,16.0,2.0,10.0,64.0,0.0,NonInventory-Based (Digital/Services),28.6,Simple,"FREIGHT, 1LP:1220-0640, PUMP:1220-516",21-50 (Standard)
officefirstsolutions,50,0.04,15.5,2.3,4.0,0.0,4.0,20.0,0.0,74.0,8.0,NonInventory-Based (Digital/Services),5.5,Ultra-Simple,"3% Processing Fee, Fee 3%, Discount",21-50 (Standard)
americanwholesaledistributors2,50,0.04,10.5,1.0,86.0,10.0,0.0,0.0,96.0,4.0,0.0,Inventory-Based (Physical Products),18.2,Ultra-Simple,"S&H, MISC-SOLAR, NTGL-SYNM",21-50 (Standard)
iconusa,50,0.0,24.3,3.6,34.0,16.0,0.0,4.0,90.0,6.0,0.0,Inventory-Based (Physical Products),10.7,Ultra-Simple,"shipping, IQ2M.MB.CA15.SB.BF — Q2 Mesh & Frame, Base, Seat, IM-706.FA10 — Atlas",21-50 (Standard)
southwestpianos,50,0.04,13.5,1.8,16.0,2.0,2.0,50.0,48.0,2.0,6.0,Hybrid (Mixed),7.2,Ultra-Simple,"XD3-14.10, XD3-3.10, Home Delivery",21-50 (Standard)
dcooperworksllc,50,0.64,28.2,3.5,4.0,0.0,4.0,42.0,4.0,28.0,0.0,Hybrid (Mixed),9.5,Ultra-Simple,"Parts & Materials, Bid Price DO NOT USE, 08-Custom Charges:Mileage",21-50 (Standard)
daiwahealthdevelopment,50,0.08,12.5,1.3,34.0,0.0,8.0,8.0,2.0,40.0,0.0,Product-Based (Mixed Inventory),10.8,Ultra-Simple,"BRM-60-500-00, PNX-60-125-02, PI4-50-250-04",21-50 (Standard)
