Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Reason_Clean,Category
sankoshausainc,Other - please specify,"I am just cancelling and will be starting over.  I did a chat with Karman and asked how to mass delete my contacts that I imported and she said it was better to start over, which I will do.",0.0,49.0,"I am just cancelling and will be starting over.  I did a chat with Karman and asked how to mass delete my contacts that I imported and she said it was better to start over, which I will do.",Uncategorized
knexww,Difficult to Customize,Unusable for training purposes and it was not possible to replicate our production environment (KnexMethod) to this environment; on an On-Demand basis.  We were even willing to consider a  paid custom  feature to allow us to copy/replicate our production environment; but was told this is not possible. Replicate  is defined as copying all our custom apps and modfications as well as all of our method data. (Does not involved Quickbooks).,7.8,49.0,Unusable for training purposes and it was not possible to replicate our production environment (KnexMethod) to this environment; on an On-Demand basis.  We were even willing to consider a  paid custom  feature to allow us to copy/replicate our production environment; but was told this is not possible. Replicate  is defined as copying all our custom apps and modfications as well as all of our method data. (Does not involved Quickbooks).,Feature Gaps
absolutepressurewashers,Other - please specify,"He wanted to do some fixing in his QBD file with existing contacts , and start up again",0.0,49.0,"He wanted to do some fixing in his QBD file with existing contacts , and start up again",Integration Issues
climatetanksdistributing,Difficult UI,Not intuitive enough - does not intregrate well.going to Zoho,4.3,49.0,Not intuitive enough - does not intregrate well.going to Zoho,Too Complex/Clunky
cobaltltd,Using another CRM Product,We have moved to a different system.  ,23.9,49.0,We have moved to a different system.,Competitor Loss
burnewiin,Not using their Method Account,"Hello Method team . . . 
I'm sorry to say that we are going to cancel our method subscription.  We really liked its organized layout and ease of use, but we are finding that it was just a bit pre-mature for us to begin using a CRM (any CRM).  We are not utilizing it enough to justify the expense.

We will be back as we grow and add staff.

Thanks,
Tom Anderson
CEO",5.6,49.0,"Hello Method team . . . 
I'm sorry to say that we are going to cancel our method subscription.  We really liked its organized layout and ease of use, but we are finding that it was just a bit pre-mature for us to begin using a CRM (any CRM).  We are not utilizing it enough to justify the expense.

We will be back as we grow and add staff.

Thanks,
Tom Anderson
CEO",UX/UI Issues
awardscanadaCo2,Not using their Method Account,"Poor product support, product is difficult to use, relatively expensive to other available options and simply does not do what it is supposed to. Also no integration to Shopify.",15.8,49.0,"Poor product support, product is difficult to use, relatively expensive to other available options and simply does not do what it is supposed to. Also no integration to Shopify.",Too Complex/Clunky
avtekconsulting,"Tech Issue - QuickBooks, Network, Initial Setup",QB is moving from desktop to online. Moving Method from desktop to online was a little bit of a headache..,36.1,49.0,QB is moving from desktop to online. Moving Method from desktop to online was a little bit of a headache..,Integration Issues
texasfoodpackllc,No time / strategy to implement,"Not used Method CRM in past few months. Please cancel my subscription all together, once Im ready to come back I will let you know,
",6.4,49.0,"Not used Method CRM in past few months. Please cancel my subscription all together, once Im ready to come back I will let you know,",Uncategorized
zappswholesale,Other - please specify,We decided to go with Copper as it has a google chrome extension. Thank you.,1.7,49.0,We decided to go with Copper as it has a google chrome extension. Thank you.,Uncategorized
d8services,Other - please specify,The features I needed were not available without more expense. ,1.3,49.0,The features I needed were not available without more expense.,Feature Gaps
wildcraftcare,Employee Attrition / Champion Churn,Meredith left the company and she was the only user of Method CRM. Jake and Laura are not interested in subscription. ,23.9,49.0,Meredith left the company and she was the only user of Method CRM. Jake and Laura are not interested in subscription.,Uncategorized
axes,Not using their Method Account,We are not using the plateform.,7.2,49.0,We are not using the plateform.,Uncategorized
broadwaylimited,Other - please specify,"Thought that we might have needed Method instead of Webgility, but it turns out that we can do what we need to do with our current system and processes in place.",0.2,49.0,"Thought that we might have needed Method instead of Webgility, but it turns out that we can do what we need to do with our current system and processes in place.",Uncategorized
supergreensolutions,"Failure to adopt, train, and engage CRM users",no longer need reports. don't use for anything else,83.0,49.0,no longer need reports. don't use for anything else,Uncategorized
alconlighting2,Using another CRM Product,"You did not let us down, the company has implemented a new information system that required a different database. Thank you for the great service!",26.3,49.0,"You did not let us down, the company has implemented a new information system that required a different database. Thank you for the great service!",UX/UI Issues
uhindustriesllc,"Failure to adopt, train, and engage CRM users",Account was created by accountant but the owner never had the time to adopt,12.4,49.0,Account was created by accountant but the owner never had the time to adopt,Uncategorized
intermeuble,Other - please specify,English only and custom numbering is not available if I don't want to pay for customization.,0.0,49.0,English only and custom numbering is not available if I don't want to pay for customization.,Poor Customization
dcshisha,"Failure to adopt, train, and engage CRM users","I never got the help I needed to properly use the CRM Aand we were unable to bring over our SalesForce leads data 

I feel like I’ve been getting ripped off $49.99 every month for nothing.

Can you please issue a 3 month credit as a courtesy  ?",7.6,49.0,"I never got the help I needed to properly use the CRM Aand we were unable to bring over our SalesForce leads data 

I feel like I’ve been getting ripped off $49.99 every month for nothing.

Can you please issue a 3 month credit as a courtesy  ?",Competitor Loss
